"","B_COUNTRY_ALPHA","Q46","Q49","Q274"
"1138","ARG",1,9,NA
"1139","ARG",1,7,4
"1140","ARG",2,7,1
"1141","ARG",2,7,2
"1142","ARG",2,7,2
"1143","ARG",4,6,1
"1144","ARG",3,6,6
"1145","ARG",2,7,3
"1146","ARG",1,10,0
"1147","ARG",2,8,1
"1148","ARG",2,7,0
"1149","ARG",2,7,2
"1150","ARG",2,8,0
"1151","ARG",3,4,0
"1152","ARG",2,9,3
"1153","ARG",1,8,2
"1154","ARG",1,9,2
"1155","ARG",2,8,0
"1156","ARG",2,8,1
"1157","ARG",2,8,1
"1158","ARG",2,8,3
"1159","ARG",2,8,2
"1160","ARG",2,8,0
"1161","ARG",2,7,2
"1162","ARG",2,9,2
"1163","ARG",2,8,2
"1164","ARG",3,4,3
"1165","ARG",2,8,4
"1166","ARG",2,6,0
"1167","ARG",1,10,2
"1168","ARG",2,8,1
"1169","ARG",2,8,2
"1170","ARG",1,8,2
"1171","ARG",1,8,0
"1172","ARG",2,8,3
"1173","ARG",2,8,0
"1174","ARG",2,8,0
"1175","ARG",2,7,0
"1176","ARG",2,7,5
"1177","ARG",3,8,0
"1178","ARG",2,7,2
"1179","ARG",2,7,2
"1180","ARG",1,8,0
"1181","ARG",2,8,2
"1182","ARG",2,8,2
"1183","ARG",2,6,4
"1184","ARG",2,9,1
"1185","ARG",2,6,0
"1186","ARG",2,8,0
"1187","ARG",3,4,0
"1188","ARG",2,6,2
"1189","ARG",2,8,2
"1190","ARG",1,10,0
"1191","ARG",2,7,1
"1192","ARG",2,7,0
"1193","ARG",1,7,4
"1194","ARG",2,7,0
"1195","ARG",1,9,0
"1196","ARG",1,10,0
"1197","ARG",2,8,0
"1198","ARG",1,9,2
"1199","ARG",2,10,NA
"1200","ARG",2,7,2
"1201","ARG",NA,6,0
"1202","ARG",2,8,2
"1203","ARG",3,4,NA
"1204","ARG",1,8,2
"1205","ARG",2,7,2
"1206","ARG",2,8,3
"1207","ARG",2,7,1
"1208","ARG",2,7,0
"1209","ARG",1,6,NA
"1210","ARG",2,9,0
"1211","ARG",2,6,0
"1212","ARG",3,1,1
"1213","ARG",1,10,1
"1214","ARG",2,7,0
"1215","ARG",4,2,2
"1216","ARG",2,10,0
"1217","ARG",2,8,3
"1218","ARG",1,10,0
"1219","ARG",1,9,2
"1220","ARG",2,8,1
"1221","ARG",2,4,0
"1222","ARG",1,10,0
"1223","ARG",2,8,0
"1224","ARG",2,8,0
"1225","ARG",2,8,NA
"1226","ARG",3,7,4
"1227","ARG",2,9,NA
"1228","ARG",3,7,1
"1229","ARG",1,7,2
"1230","ARG",2,7,NA
"1231","ARG",2,7,0
"1232","ARG",1,10,9
"1233","ARG",1,10,2
"1234","ARG",1,10,7
"1235","ARG",2,7,2
"1236","ARG",2,6,0
"1237","ARG",1,8,NA
"1238","ARG",1,10,NA
"1239","ARG",2,6,3
"1240","ARG",2,9,0
"1241","ARG",2,9,1
"1242","ARG",2,7,5
"1243","ARG",2,7,1
"1244","ARG",4,7,3
"1245","ARG",1,8,2
"1246","ARG",2,6,2
"1247","ARG",NA,5,1
"1248","ARG",2,8,0
"1249","ARG",2,7,1
"1250","ARG",1,7,2
"1251","ARG",1,8,2
"1252","ARG",1,7,1
"1253","ARG",1,8,5
"1254","ARG",2,7,0
"1255","ARG",2,8,2
"1256","ARG",1,8,NA
"1257","ARG",2,7,NA
"1258","ARG",2,4,0
"1259","ARG",1,9,0
"1260","ARG",2,9,3
"1261","ARG",2,8,2
"1262","ARG",2,7,0
"1263","ARG",2,8,2
"1264","ARG",2,8,2
"1265","ARG",3,5,1
"1266","ARG",1,10,1
"1267","ARG",1,9,0
"1268","ARG",1,10,1
"1269","ARG",1,10,0
"1270","ARG",1,10,2
"1271","ARG",1,10,2
"1272","ARG",1,8,0
"1273","ARG",1,6,2
"1274","ARG",1,10,1
"1275","ARG",2,8,2
"1276","ARG",2,8,2
"1277","ARG",2,9,NA
"1278","ARG",2,8,0
"1279","ARG",2,8,2
"1280","ARG",1,10,0
"1281","ARG",2,5,1
"1282","ARG",2,9,0
"1283","ARG",1,6,NA
"1284","ARG",2,8,0
"1285","ARG",2,8,2
"1286","ARG",2,8,2
"1287","ARG",2,9,0
"1288","ARG",1,10,2
"1289","ARG",1,8,2
"1290","ARG",2,8,2
"1291","ARG",2,8,2
"1292","ARG",2,9,0
"1293","ARG",2,8,2
"1294","ARG",2,8,0
"1295","ARG",2,8,0
"1296","ARG",2,10,3
"1297","ARG",2,10,0
"1298","ARG",2,9,0
"1299","ARG",2,7,2
"1300","ARG",1,6,0
"1301","ARG",2,6,0
"1302","ARG",3,8,1
"1303","ARG",2,7,0
"1304","ARG",3,7,3
"1305","ARG",2,9,2
"1306","ARG",1,9,2
"1307","ARG",1,9,1
"1308","ARG",2,7,2
"1309","ARG",2,8,2
"1310","ARG",2,3,2
"1311","ARG",3,4,1
"1312","ARG",2,8,0
"1313","ARG",2,9,0
"1314","ARG",1,10,0
"1315","ARG",2,5,1
"1316","ARG",2,8,0
"1317","ARG",2,8,1
"1318","ARG",2,8,0
"1319","ARG",3,7,2
"1320","ARG",2,6,2
"1321","ARG",2,7,4
"1322","ARG",4,1,NA
"1323","ARG",1,9,2
"1324","ARG",3,5,1
"1325","ARG",2,8,1
"1326","ARG",1,8,0
"1327","ARG",2,3,4
"1328","ARG",1,7,0
"1329","ARG",2,6,2
"1330","ARG",2,8,NA
"1331","ARG",2,4,1
"1332","ARG",1,10,2
"1333","ARG",1,10,2
"1334","ARG",2,5,2
"1335","ARG",2,9,3
"1336","ARG",2,9,2
"1337","ARG",1,8,2
"1338","ARG",2,8,3
"1339","ARG",1,9,2
"1340","ARG",2,7,2
"1341","ARG",1,10,0
"1342","ARG",2,8,0
"1343","ARG",4,5,1
"1344","ARG",2,7,0
"1345","ARG",2,9,2
"1346","ARG",2,7,0
"1347","ARG",2,3,0
"1348","ARG",2,7,4
"1349","ARG",2,8,3
"1350","ARG",2,8,5
"1351","ARG",3,8,2
"1352","ARG",2,10,3
"1353","ARG",2,7,2
"1354","ARG",2,10,3
"1355","ARG",2,8,2
"1356","ARG",1,8,2
"1357","ARG",2,7,1
"1358","ARG",2,9,2
"1359","ARG",2,9,1
"1360","ARG",2,7,0
"1361","ARG",2,10,1
"1362","ARG",2,3,NA
"1363","ARG",2,8,1
"1364","ARG",2,7,2
"1365","ARG",1,3,3
"1366","ARG",1,3,2
"1367","ARG",2,7,0
"1368","ARG",2,9,NA
"1369","ARG",2,8,2
"1370","ARG",2,6,4
"1371","ARG",2,7,3
"1372","ARG",2,10,0
"1373","ARG",2,8,4
"1374","ARG",2,5,2
"1375","ARG",2,8,0
"1376","ARG",2,4,3
"1377","ARG",3,5,0
"1378","ARG",2,10,0
"1379","ARG",1,10,0
"1380","ARG",1,10,NA
"1381","ARG",2,10,2
"1382","ARG",2,10,1
"1383","ARG",1,5,0
"1384","ARG",2,10,0
"1385","ARG",1,10,1
"1386","ARG",1,10,0
"1387","ARG",1,9,0
"1388","ARG",2,10,1
"1389","ARG",3,5,2
"1390","ARG",2,8,0
"1391","ARG",1,9,0
"1392","ARG",2,8,4
"1393","ARG",2,9,0
"1394","ARG",2,9,0
"1395","ARG",2,9,3
"1396","ARG",2,9,1
"1397","ARG",2,8,3
"1398","ARG",2,8,2
"1399","ARG",2,8,3
"1400","ARG",2,9,1
"1401","ARG",2,8,1
"1402","ARG",2,10,NA
"1403","ARG",2,8,3
"1404","ARG",2,10,1
"1405","ARG",2,8,2
"1406","ARG",2,7,3
"1407","ARG",2,8,0
"1408","ARG",1,8,5
"1409","ARG",2,9,0
"1410","ARG",2,9,2
"1411","ARG",2,10,4
"1412","ARG",3,10,0
"1413","ARG",2,10,2
"1414","ARG",1,8,1
"1415","ARG",3,6,5
"1416","ARG",2,9,NA
"1417","ARG",2,10,0
"1418","ARG",3,5,0
"1419","ARG",2,7,0
"1420","ARG",4,2,2
"1421","ARG",2,7,1
"1422","ARG",2,8,0
"1423","ARG",2,8,0
"1424","ARG",1,10,3
"1425","ARG",2,6,0
"1426","ARG",1,9,1
"1427","ARG",1,8,1
"1428","ARG",3,6,1
"1429","ARG",2,6,1
"1430","ARG",2,9,3
"1431","ARG",2,7,1
"1432","ARG",3,6,2
"1433","ARG",3,5,5
"1434","ARG",2,6,0
"1435","ARG",3,8,0
"1436","ARG",2,10,NA
"1437","ARG",2,9,2
"1438","ARG",2,8,0
"1439","ARG",2,10,0
"1440","ARG",2,9,1
"1441","ARG",2,5,1
"1442","ARG",2,9,1
"1443","ARG",2,7,NA
"1444","ARG",1,8,1
"1445","ARG",2,4,2
"1446","ARG",1,9,1
"1447","ARG",2,8,0
"1448","ARG",NA,8,2
"1449","ARG",2,7,0
"1450","ARG",1,8,1
"1451","ARG",1,7,0
"1452","ARG",1,6,3
"1453","ARG",2,8,1
"1454","ARG",1,7,2
"1455","ARG",2,8,3
"1456","ARG",1,8,0
"1457","ARG",1,8,NA
"1458","ARG",1,9,0
"1459","ARG",1,8,1
"1460","ARG",2,7,2
"1461","ARG",2,7,0
"1462","ARG",2,7,3
"1463","ARG",2,7,2
"1464","ARG",2,8,NA
"1465","ARG",2,6,3
"1466","ARG",2,6,7
"1467","ARG",3,7,4
"1468","ARG",2,7,3
"1469","ARG",2,8,1
"1470","ARG",3,7,1
"1471","ARG",2,10,0
"1472","ARG",1,10,0
"1473","ARG",1,10,1
"1474","ARG",1,10,2
"1475","ARG",2,10,2
"1476","ARG",3,5,2
"1477","ARG",NA,7,3
"1478","ARG",3,6,2
"1479","ARG",NA,6,0
"1480","ARG",3,8,3
"1481","ARG",NA,5,0
"1482","ARG",NA,4,3
"1483","ARG",3,4,4
"1484","ARG",3,7,NA
"1485","ARG",1,9,2
"1486","ARG",1,9,2
"1487","ARG",1,7,3
"1488","ARG",1,8,1
"1489","ARG",1,8,2
"1490","ARG",1,8,2
"1491","ARG",1,8,1
"1492","ARG",1,9,3
"1493","ARG",1,9,0
"1494","ARG",1,9,2
"1495","ARG",2,6,1
"1496","ARG",1,7,NA
"1497","ARG",2,8,0
"1498","ARG",2,9,3
"1499","ARG",2,10,1
"1500","ARG",2,8,2
"1501","ARG",2,9,3
"1502","ARG",1,9,NA
"1503","ARG",2,9,1
"1504","ARG",2,10,0
"1505","ARG",2,8,3
"1506","ARG",2,9,5
"1507","ARG",3,6,3
"1508","ARG",3,8,NA
"1509","ARG",1,9,0
"1510","ARG",2,5,2
"1511","ARG",2,8,0
"1512","ARG",2,7,2
"1513","ARG",1,10,1
"1514","ARG",2,7,0
"1515","ARG",2,8,0
"1516","ARG",1,8,0
"1517","ARG",2,8,0
"1518","ARG",1,9,NA
"1519","ARG",2,6,2
"1520","ARG",2,5,0
"1521","ARG",2,8,3
"1522","ARG",1,8,2
"1523","ARG",2,6,0
"1524","ARG",2,9,0
"1525","ARG",2,9,0
"1526","ARG",2,8,0
"1527","ARG",3,8,3
"1528","ARG",2,7,1
"1529","ARG",2,9,NA
"1530","ARG",3,6,1
"1531","ARG",2,9,0
"1532","ARG",2,10,1
"1533","ARG",2,8,0
"1534","ARG",1,9,0
"1535","ARG",2,7,3
"1536","ARG",1,10,0
"1537","ARG",3,9,3
"1538","ARG",1,10,1
"1539","ARG",1,5,2
"1540","ARG",2,8,1
"1541","ARG",3,5,1
"1542","ARG",NA,5,2
"1543","ARG",3,5,2
"1544","ARG",2,8,2
"1545","ARG",1,1,2
"1546","ARG",2,10,3
"1547","ARG",2,5,NA
"1548","ARG",2,8,1
"1549","ARG",2,8,0
"1550","ARG",2,9,1
"1551","ARG",2,8,2
"1552","ARG",2,8,2
"1553","ARG",2,6,NA
"1554","ARG",2,8,0
"1555","ARG",1,9,1
"1556","ARG",2,8,2
"1557","ARG",1,10,NA
"1558","ARG",1,4,0
"1559","ARG",2,8,0
"1560","ARG",3,8,2
"1561","ARG",1,10,2
"1562","ARG",2,8,1
"1563","ARG",1,8,4
"1564","ARG",2,10,0
"1565","ARG",2,9,1
"1566","ARG",2,7,0
"1567","ARG",1,7,NA
"1568","ARG",2,8,NA
"1569","ARG",2,10,3
"1570","ARG",2,9,0
"1571","ARG",2,7,2
"1572","ARG",1,10,0
"1573","ARG",1,7,2
"1574","ARG",1,8,0
"1575","ARG",2,8,0
"1576","ARG",1,7,0
"1577","ARG",1,8,6
"1578","ARG",2,8,3
"1579","ARG",1,10,0
"1580","ARG",2,7,1
"1581","ARG",2,7,0
"1582","ARG",1,10,NA
"1583","ARG",2,7,NA
"1584","ARG",2,7,1
"1585","ARG",1,9,4
"1586","ARG",2,7,0
"1587","ARG",1,10,0
"1588","ARG",1,9,0
"1589","ARG",3,7,2
"1590","ARG",2,7,3
"1591","ARG",1,9,3
"1592","ARG",1,8,1
"1593","ARG",2,5,0
"1594","ARG",2,9,0
"1595","ARG",2,6,1
"1596","ARG",2,7,1
"1597","ARG",2,5,0
"1598","ARG",2,8,4
"1599","ARG",2,8,0
"1600","ARG",1,10,2
"1601","ARG",2,9,1
"1602","ARG",2,8,0
"1603","ARG",1,9,2
"1604","ARG",2,6,1
"1605","ARG",1,7,2
"1606","ARG",2,6,NA
"1607","ARG",1,10,1
"1608","ARG",2,8,0
"1609","ARG",1,10,0
"1610","ARG",2,5,2
"1611","ARG",3,3,0
"1612","ARG",2,9,4
"1613","ARG",1,10,1
"1614","ARG",3,2,0
"1615","ARG",1,10,0
"1616","ARG",2,4,3
"1617","ARG",1,8,2
"1618","ARG",1,9,4
"1619","ARG",2,8,0
"1620","ARG",2,9,4
"1621","ARG",1,10,2
"1622","ARG",2,8,1
"1623","ARG",1,8,0
"1624","ARG",1,9,NA
"1625","ARG",1,9,1
"1626","ARG",3,7,0
"1627","ARG",1,8,0
"1628","ARG",3,5,0
"1629","ARG",2,5,1
"1630","ARG",2,1,1
"1631","ARG",2,7,4
"1632","ARG",1,10,2
"1633","ARG",2,6,8
"1634","ARG",3,8,NA
"1635","ARG",2,8,5
"1636","ARG",NA,4,0
"1637","ARG",2,4,1
"1638","ARG",1,4,NA
"1639","ARG",2,5,1
"1640","ARG",2,7,4
"1641","ARG",1,8,3
"1642","ARG",4,3,1
"1643","ARG",3,5,4
"1644","ARG",2,8,1
"1645","ARG",2,5,0
"1646","ARG",2,7,0
"1647","ARG",1,10,NA
"1648","ARG",1,10,0
"1649","ARG",2,7,1
"1650","ARG",3,10,1
"1651","ARG",2,8,3
"1652","ARG",3,5,3
"1653","ARG",2,5,0
"1654","ARG",1,10,0
"1655","ARG",1,6,0
"1656","ARG",NA,5,0
"1657","ARG",NA,6,4
"1658","ARG",2,9,0
"1659","ARG",1,7,2
"1660","ARG",1,8,2
"1661","ARG",NA,10,2
"1662","ARG",1,9,0
"1663","ARG",2,1,0
"1664","ARG",3,5,1
"1665","ARG",3,7,0
"1666","ARG",3,7,0
"1667","ARG",2,6,3
"1668","ARG",2,8,NA
"1669","ARG",1,8,2
"1670","ARG",2,7,1
"1671","ARG",1,8,3
"1672","ARG",2,7,3
"1673","ARG",1,7,4
"1674","ARG",2,8,1
"1675","ARG",2,8,0
"1676","ARG",1,9,8
"1677","ARG",1,8,2
"1678","ARG",1,9,0
"1679","ARG",1,8,0
"1680","ARG",2,6,2
"1681","ARG",1,10,3
"1682","ARG",2,8,1
"1683","ARG",1,10,3
"1684","ARG",1,10,0
"1685","ARG",3,7,0
"1686","ARG",2,6,1
"1687","ARG",2,7,2
"1688","ARG",1,3,2
"1689","ARG",2,9,2
"1690","ARG",2,5,NA
"1691","ARG",1,7,0
"1692","ARG",1,7,0
"1693","ARG",3,6,NA
"1694","ARG",2,6,2
"1695","ARG",2,7,0
"1696","ARG",2,6,0
"1697","ARG",3,5,0
"1698","ARG",2,6,1
"1699","ARG",2,5,0
"1700","ARG",2,8,0
"1701","ARG",1,6,NA
"1702","ARG",2,10,3
"1703","ARG",2,4,0
"1704","ARG",2,6,0
"1705","ARG",3,7,0
"1706","ARG",3,7,2
"1707","ARG",2,5,1
"1708","ARG",2,10,3
"1709","ARG",2,6,0
"1710","ARG",1,7,0
"1711","ARG",1,10,NA
"1712","ARG",2,9,0
"1713","ARG",2,8,1
"1714","ARG",3,5,2
"1715","ARG",2,9,4
"1716","ARG",1,10,0
"1717","ARG",2,10,0
"1718","ARG",1,8,1
"1719","ARG",2,8,NA
"1720","ARG",1,10,1
"1721","ARG",3,6,4
"1722","ARG",3,5,1
"1723","ARG",2,8,1
"1724","ARG",2,8,2
"1725","ARG",2,10,0
"1726","ARG",1,7,1
"1727","ARG",2,10,1
"1728","ARG",1,9,2
"1729","ARG",2,6,NA
"1730","ARG",2,9,2
"1731","ARG",2,10,1
"1732","ARG",3,6,1
"1733","ARG",2,9,1
"1734","ARG",2,8,2
"1735","ARG",1,10,2
"1736","ARG",1,8,1
"1737","ARG",3,8,2
"1738","ARG",1,8,1
"1739","ARG",2,9,0
"1740","ARG",3,7,NA
"1741","ARG",1,10,0
"1742","ARG",1,10,0
"1743","ARG",2,9,1
"1744","ARG",3,5,1
"1745","ARG",2,7,5
"1746","ARG",2,9,3
"1747","ARG",2,8,NA
"1748","ARG",2,8,0
"1749","ARG",2,8,1
"1750","ARG",2,8,2
"1751","ARG",2,10,2
"1752","ARG",2,10,2
"1753","ARG",2,7,0
"1754","ARG",2,8,1
"1755","ARG",2,10,0
"1756","ARG",1,8,0
"1757","ARG",2,9,0
"1758","ARG",2,9,0
"1759","ARG",2,8,0
"1760","ARG",1,9,6
"1761","ARG",1,7,4
"1762","ARG",1,7,1
"1763","ARG",2,8,4
"1764","ARG",2,7,3
"1765","ARG",1,10,NA
"1766","ARG",1,8,0
"1767","ARG",1,8,1
"1768","ARG",3,6,2
"1769","ARG",1,10,NA
"1770","ARG",3,5,4
"1771","ARG",3,6,NA
"1772","ARG",2,10,4
"1773","ARG",2,10,2
"1774","ARG",2,8,0
"1775","ARG",1,10,0
"1776","ARG",2,7,1
"1777","ARG",1,5,2
"1778","ARG",2,9,2
"1779","ARG",2,7,1
"1780","ARG",1,10,2
"1781","ARG",1,7,2
"1782","ARG",2,8,NA
"1783","ARG",2,8,2
"1784","ARG",1,10,3
"1785","ARG",1,10,3
"1786","ARG",2,10,2
"1787","ARG",1,7,0
"1788","ARG",1,10,0
"1789","ARG",1,10,0
"1790","ARG",1,5,NA
"1791","ARG",2,10,0
"1792","ARG",1,10,1
"1793","ARG",1,10,2
"1794","ARG",2,7,0
"1795","ARG",2,7,0
"1796","ARG",3,7,0
"1797","ARG",1,9,2
"1798","ARG",2,8,2
"1799","ARG",2,8,0
"1800","ARG",2,5,1
"1801","ARG",1,5,0
"1802","ARG",1,10,1
"1803","ARG",2,10,4
"1804","ARG",2,9,0
"1805","ARG",4,7,3
"1806","ARG",3,7,3
"1807","ARG",2,10,6
"1808","ARG",2,8,1
"1809","ARG",2,10,0
"1810","ARG",2,7,0
"1811","ARG",1,4,2
"1812","ARG",1,10,2
"1813","ARG",1,8,NA
"1814","ARG",1,5,3
"1815","ARG",1,7,2
"1816","ARG",2,10,0
"1817","ARG",2,7,3
"1818","ARG",3,7,6
"1819","ARG",2,8,0
"1820","ARG",3,3,7
"1821","ARG",4,4,1
"1822","ARG",3,10,2
"1823","ARG",4,6,2
"1824","ARG",1,8,2
"1825","ARG",1,10,4
"1826","ARG",1,9,1
"1827","ARG",1,10,0
"1828","ARG",2,6,NA
"1829","ARG",2,8,2
"1830","ARG",2,8,3
"1831","ARG",1,8,1
"1832","ARG",1,9,3
"1833","ARG",2,8,1
"1834","ARG",2,8,NA
"1835","ARG",1,10,0
"1836","ARG",2,7,0
"1837","ARG",1,10,1
"1838","ARG",2,7,2
"1839","ARG",2,9,1
"1840","ARG",1,10,0
"1841","ARG",1,8,0
"1842","ARG",1,10,1
"1843","ARG",2,9,2
"1844","ARG",1,10,0
"1845","ARG",1,8,3
"1846","ARG",1,8,0
"1847","ARG",2,10,2
"1848","ARG",1,10,0
"1849","ARG",1,10,NA
"1850","ARG",1,10,0
"1851","ARG",1,9,0
"1852","ARG",2,6,0
"1853","ARG",1,8,3
"1854","ARG",2,7,0
"1855","ARG",2,10,1
"1856","ARG",1,6,6
"1857","ARG",1,8,1
"1858","ARG",1,8,2
"1859","ARG",2,8,0
"1860","ARG",1,9,8
"1861","ARG",2,6,7
"1862","ARG",1,7,1
"1863","ARG",2,6,0
"1864","ARG",2,10,NA
"1865","ARG",2,9,0
"1866","ARG",1,8,3
"1867","ARG",1,10,0
"1868","ARG",2,7,0
"1869","ARG",1,8,2
"1870","ARG",3,5,2
"1871","ARG",1,10,4
"1872","ARG",3,6,NA
"1873","ARG",2,7,NA
"1874","ARG",1,10,0
"1875","ARG",2,9,0
"1876","ARG",1,9,0
"1877","ARG",1,8,2
"1878","ARG",1,10,2
"1879","ARG",2,7,3
"1880","ARG",2,7,0
"1881","ARG",2,6,2
"1882","ARG",2,3,NA
"1883","ARG",1,10,1
"1884","ARG",2,10,0
"1885","ARG",2,7,0
"1886","ARG",2,7,2
"1887","ARG",3,7,2
"1888","ARG",2,6,4
"1889","ARG",2,6,1
"1890","ARG",2,5,1
"1891","ARG",3,4,NA
"1892","ARG",2,6,2
"1893","ARG",2,7,0
"1894","ARG",3,6,1
"1895","ARG",2,7,3
"1896","ARG",2,7,1
"1897","ARG",2,7,NA
"1898","ARG",2,4,2
"1899","ARG",2,4,0
"1900","ARG",3,6,3
"1901","ARG",3,6,1
"1902","ARG",2,7,2
"1903","ARG",2,6,1
"1904","ARG",2,7,2
"1905","ARG",2,8,3
"1906","ARG",2,10,0
"1907","ARG",1,7,0
"1908","ARG",1,8,0
"1909","ARG",1,8,0
"1910","ARG",1,9,2
"1911","ARG",1,9,0
"1912","ARG",1,8,NA
"1913","ARG",1,8,2
"1914","ARG",1,7,1
"1915","ARG",2,10,0
"1916","ARG",1,8,0
"1917","ARG",3,9,0
"1918","ARG",2,8,0
"1919","ARG",1,10,NA
"1920","ARG",1,10,1
"1921","ARG",2,9,0
"1922","ARG",1,8,7
"1923","ARG",2,8,0
"1924","ARG",1,9,2
"1925","ARG",NA,7,0
"1926","ARG",2,6,9
"1927","ARG",1,6,2
"1928","ARG",1,7,0
"1929","ARG",1,10,0
"1930","ARG",1,6,4
"1931","ARG",1,7,2
"1932","ARG",2,8,NA
"1933","ARG",1,8,4
"1934","ARG",2,7,0
"1935","ARG",4,3,0
"1936","ARG",2,8,0
"1937","ARG",3,8,1
"1938","ARG",1,8,0
"1939","ARG",2,6,2
"1940","ARG",1,9,4
"1941","ARG",1,10,1
"1942","ARG",2,7,NA
"1943","ARG",1,9,2
"1944","ARG",1,10,1
"1945","ARG",2,8,2
"1946","ARG",2,8,2
"1947","ARG",2,8,NA
"1948","ARG",1,10,0
"1949","ARG",2,8,NA
"1950","ARG",2,6,NA
"1951","ARG",2,7,0
"1952","ARG",NA,9,0
"1953","ARG",1,8,1
"1954","ARG",1,9,1
"1955","ARG",2,6,3
"1956","ARG",2,7,0
"1957","ARG",2,6,0
"1958","ARG",2,7,0
"1959","ARG",NA,10,0
"1960","ARG",1,8,1
"1961","ARG",1,9,NA
"1962","ARG",2,6,3
"1963","ARG",1,8,0
"1964","ARG",NA,9,0
"1965","ARG",2,1,1
"1966","ARG",2,5,2
"1967","ARG",2,9,2
"1968","ARG",2,5,0
"1969","ARG",2,8,0
"1970","ARG",2,6,1
"1971","ARG",1,8,0
"1972","ARG",2,6,3
"1973","ARG",2,10,0
"1974","ARG",2,10,NA
"1975","ARG",3,9,2
"1976","ARG",1,9,0
"1977","ARG",2,8,0
"1978","ARG",1,10,0
"1979","ARG",2,6,3
"1980","ARG",2,8,0
"1981","ARG",2,9,1
"1982","ARG",2,9,2
"1983","ARG",3,8,1
"1984","ARG",2,8,2
"1985","ARG",2,8,0
"1986","ARG",1,9,5
"1987","ARG",3,5,0
"1988","ARG",2,7,2
"1989","ARG",3,6,2
"1990","ARG",2,8,2
"1991","ARG",2,8,0
"1992","ARG",2,9,0
"1993","ARG",2,8,1
"1994","ARG",2,8,0
"1995","ARG",2,8,NA
"1996","ARG",2,9,0
"1997","ARG",2,8,2
"1998","ARG",1,9,0
"1999","ARG",2,8,4
"2000","ARG",2,7,1
"2001","ARG",2,9,3
"2002","ARG",2,8,NA
"2003","ARG",1,8,2
"2004","ARG",2,7,5
"2005","ARG",1,8,1
"2006","ARG",2,5,NA
"2007","ARG",1,8,1
"2008","AUS",2,7,2
"2009","AUS",2,10,1
"2010","AUS",2,8,0
"2011","AUS",2,10,2
"2012","AUS",2,8,3
"2013","AUS",NA,6,0
"2014","AUS",2,8,2
"2015","AUS",NA,9,3
"2016","AUS",3,5,3
"2017","AUS",2,8,3
"2018","AUS",2,8,2
"2019","AUS",1,8,4
"2020","AUS",2,9,NA
"2021","AUS",2,7,1
"2022","AUS",2,7,2
"2023","AUS",1,9,2
"2024","AUS",1,9,3
"2025","AUS",1,10,1
"2026","AUS",1,9,1
"2027","AUS",1,6,0
"2028","AUS",2,7,0
"2029","AUS",2,6,3
"2030","AUS",2,9,1
"2031","AUS",2,7,3
"2032","AUS",2,7,2
"2033","AUS",2,8,2
"2034","AUS",2,5,1
"2035","AUS",1,9,2
"2036","AUS",2,7,2
"2037","AUS",2,6,3
"2038","AUS",2,8,0
"2039","AUS",2,9,0
"2040","AUS",2,7,2
"2041","AUS",2,8,2
"2042","AUS",2,8,0
"2043","AUS",2,7,0
"2044","AUS",2,8,2
"2045","AUS",2,3,0
"2046","AUS",2,8,2
"2047","AUS",2,8,0
"2048","AUS",1,9,2
"2049","AUS",2,7,1
"2050","AUS",2,9,0
"2051","AUS",2,9,1
"2052","AUS",2,5,0
"2053","AUS",1,10,2
"2054","AUS",2,8,1
"2055","AUS",2,7,2
"2056","AUS",2,8,3
"2057","AUS",2,8,1
"2058","AUS",2,8,5
"2059","AUS",2,8,1
"2060","AUS",2,8,1
"2061","AUS",1,10,6
"2062","AUS",2,5,4
"2063","AUS",2,7,3
"2064","AUS",2,7,0
"2065","AUS",1,8,3
"2066","AUS",2,9,0
"2067","AUS",2,8,2
"2068","AUS",2,6,0
"2069","AUS",1,10,2
"2070","AUS",2,8,2
"2071","AUS",1,10,2
"2072","AUS",2,10,1
"2073","AUS",2,8,0
"2074","AUS",2,5,3
"2075","AUS",2,7,3
"2076","AUS",2,8,2
"2077","AUS",2,7,2
"2078","AUS",1,9,0
"2079","AUS",2,8,3
"2080","AUS",1,9,6
"2081","AUS",1,10,3
"2082","AUS",2,8,2
"2083","AUS",2,9,2
"2084","AUS",2,10,2
"2085","AUS",2,9,2
"2086","AUS",2,4,0
"2087","AUS",2,6,2
"2088","AUS",2,8,2
"2089","AUS",2,8,2
"2090","AUS",2,5,2
"2091","AUS",2,8,1
"2092","AUS",1,7,5
"2093","AUS",2,8,3
"2094","AUS",1,9,0
"2095","AUS",2,9,2
"2096","AUS",1,7,0
"2097","AUS",1,10,2
"2098","AUS",1,9,2
"2099","AUS",2,8,0
"2100","AUS",2,8,0
"2101","AUS",1,8,0
"2102","AUS",2,7,0
"2103","AUS",2,10,4
"2104","AUS",2,7,0
"2105","AUS",1,10,2
"2106","AUS",4,2,1
"2107","AUS",1,9,2
"2108","AUS",2,8,0
"2109","AUS",2,8,0
"2110","AUS",2,5,1
"2111","AUS",3,7,0
"2112","AUS",2,8,2
"2113","AUS",2,8,3
"2114","AUS",NA,NA,NA
"2115","AUS",2,7,0
"2116","AUS",2,8,0
"2117","AUS",2,5,2
"2118","AUS",1,8,2
"2119","AUS",2,5,2
"2120","AUS",2,8,3
"2121","AUS",2,9,0
"2122","AUS",2,7,2
"2123","AUS",1,9,0
"2124","AUS",2,8,2
"2125","AUS",2,8,0
"2126","AUS",2,9,5
"2127","AUS",2,9,NA
